text,label,custom_id
@SuspendThePres But what were the ratings??  (Replied to his Tweet with the same thing.),1,translation-1060
I live for the great British weather!,1,translation-1061
I picked next year's musical already...Electro City. Obvious choice.,1,translation-1062
"Going to M&amp;S food will be the highlight of my day later, can’t wait👌🏻😅",1,translation-1063
"The irony of being asked to write an ""immaginary"" sarcastic tweet with ""imaginary"" incorrectly spelled...",1,translation-1064
I love not being pregnant so much it’s my fave thing about myself,1,translation-1065
Think we should all give Bo Jo a break. How could he have POSSIBLY known about the cheese and wine party going on in his own house?,1,translation-1066
It all gets tekky at night time,0,translation-1067
Trader Joe’s orange chicken is lowkey better than the orange chicken at most Seattle area Chinese restaurants,0,translation-1068
the hurricane has been completely underwhelming,0,translation-1069
"""You think you're better than us because you're vaccinated??"" Uh, yeah, yeah I do",0,translation-1070
@IAmGryphoneer i don't like to rag on people's art styles cuz w/e but this is sincerely so fucking ugly,0,translation-1071
"Selling 2 X Zutekh Presents Mella Dee at Square One Manchester Tickets 22nd August - £18 Each, cheaper than face value 
Message me or @SarahrodriguesX to buy",0,translation-1072
I could definitely take Johnny Gargano irl because I am bigger than him.,0,translation-1073
Best night ever 💜,0,translation-1074
Thankyou subway! @SubwayUK #TunaForTuna 🧡 https://t.co/ilyOiXHJIs,0,translation-1075
I just know that this is the prank that's going to get Logan Paul cancelled again,0,translation-1076
Woken up at 2:54am by a mini earthquake! Seems it was felt across Essex and Kent. 4.2 on the Richter scale if automated tweets are correct!,0,translation-1077
Good morning to everyone except Tristan Thompson and Jordyn Woods,0,translation-1078
I had a dream I had hair 😭,0,translation-1079
".@EmmaRaducanu will be claimed by the Brits, Canadians, Romanians and Chinese. What a future she has ahead of her. A star for life.",0,translation-1080
I really feel bad for all the pups this time of year. 🎇,0,translation-1081
always gonna wonder if id dress masc if i was skinny o_o and if id be more open to telling people im nonbinary if i was skinny -_-,0,translation-1082
I am late to the same lecture every single week it's so embarrassing,0,translation-1083
That’s enough activism for today x,0,translation-1084
"this narrative of ""protection"" that women require is infantilising and off-base. it implies requiring smothering as opposed to freedom to occupy spaces, yknow, as people.",0,translation-1085
Teachers are such precious gems,0,translation-1086
a company to keep at arm's length,0,translation-1087
just caught myself in the mirror looking ridiculously thick I had to double take,0,translation-1088
Words cannot express how much I HATE glitter,0,translation-1089
"Sixteen days, three countries, seven cities, and it's finally time to come home. You've been great, Asia, but I'm ready for some deep dish pizza.",0,translation-1090
"every Tom Holland movie i've seen is a masterpiece, i don't think it's coincidence. anyways watch Cherry on apple TV and The Devil All The Time on Netflix",0,translation-1091
Loving the fresh trim @moneyboxteam. Looking fresh! My projections look even better now! https://t.co/4f2o2wrLYZ,0,translation-1092
getting a bidet was the best decision of my adult life,0,translation-1093
Just back from seeing Bridesmaids. Surprisingly the movie was really good.,0,translation-1094
"Ramish, I'm going to rennovate my kitchen . If there is a lot of noise I can't help that. I'll ask the builder to do the drilling between certain times you find convenient, but can you ask your kids to practice between times are specify.",0,translation-1095
"It doesn't make any sense that the government wouldn't enforce face masks in bars, where social distancing is non existent. But you have to in a supermarket. ",0,translation-1096
I inhaled a bug tonight and I am so freaked out I can’t handle this,0,translation-1097
My life is complete. Just had the best peanut butter and toffee cupcake ever 😍,0,translation-1098
"@IwriteOK Narcissists have a way of making people fight like hell to be loved and noticed by them

It's kind of impressive, in a fucked up way",0,translation-1099
"My boys Sam &amp; Ben Haigh (8, 4) are huge fans of yours and would like to wish you a happy birthday all the way from England, ps cant wait to try the colour challenge with the boys during lockdown great ideas to keep them busy ! x @Preston",0,translation-1100
"Hopefully the tracked parcel I sent a few days ago arrives soon. Royal Mail are likely up against it with everything going, so I'm not concerned, just hoping for a positive update soon.",0,translation-1101
how old were u when u found out omaha steaks wasn't a restaurant,0,translation-1102
I think im going to treat myself to a mani-pedi this weekend.,0,translation-1103
Not ghana saying you need to be fully vaccinated to enter 🥴😂,0,translation-1104
not me drunkenly trying to book a hotel in London for tonight and booking for next Sunday 🥴,0,translation-1105
@severed_limb Only thing worse than men is bald red sweaty middle aged ones,0,translation-1106
Trains are so unreliable 🙄,0,translation-1107
I thought 🚀🚀🚀 playing agne tonight,0,translation-1108
I've got covid,0,translation-1109
I’m really worried Boris will lock us down again after Christmas and I won’t be able to go to Poland :/,0,translation-1110
"Isn't it sad that my life basically wouldn't change at all if there were no pandemic? Like bro, I was never doing any of that socialising shit anyways",0,translation-1111
greatest british act of all time : one direction,0,translation-1112
"Don't mind me, just spreading the word.",0,translation-1113
why is kareem hunt allowed to be in the league?,0,translation-1114
"if anyone wants to count their shirts for me… let me know. need some validation. having a crisis because i have 58 (sweaters, t shirts, crop tops, all inclusive as long as it can be worn alone as a top), and i think that is way too many but i also can’t bear to get rid of them?",0,translation-1115
"The only major party that opposes the ridiculous covid measures is the …………….? I’ll give you a clue it isn’t Labour, Lib Dems, SNP, Plaid, etc",0,translation-1116
One game / year with an opinion💀,0,translation-1117
"20:00 GMT: 
Temp: 13.7°C,
Wind: SSW, 3 mph (ave), 8 mph (gust),
Humidity: 92%,
Rain (hourly) 0.0 mm,
Pressure: 1017 hPa, rising slowly",0,translation-1118
Best of luck to everybody taking part in the Southend Half Marathon this morning. Hopefully my shins will hold out! All hail Deep Freeze!,0,translation-1119
"Why does money heist do this to me 😭
My heart 😭",0,translation-1120
".@GMA you just mis-gendered Jordan Cofer, victim in the Dayton shooting, again. Please do better.",0,translation-1121
"@geekcubed Rant completely warranted! 
Market Research is my thing, and I lose count of how many times UX appears to be a distant concern compared to “but we must gather ALL OF THE DATA”",0,translation-1122
Bring me the horizon's new song drown is my new favourite,0,translation-1123
"09:53 Temp. 5.5°C, Hum. 77%, Dewp. 0.8°C, Bar. 996.6 hpa, Rain Today 2.2000 mm, Wind 5° 1.4 m/s",0,translation-1124
"if folding your arms and crossing your arms mean the same thing…

why can’t i say i’m folding my eyes instead of crossing my eyes? 🤔
#iamconfusion",0,translation-1125
@Savoy_Notts Do we have to book online or can we buy tickets when we get there? The website won't accept my meerkat code.,0,translation-1126
Beautiful Jordan Davies 👏👏 get in! ❤️,0,translation-1127
#Snowden Sad to see intelligent Americans fall victim to the US propaganda machine in this case. So many lies set up to discredit by the US.,0,translation-1128
Married At First Sight: Australia is soooo juicy this season,0,translation-1129
Callum obviously doesn't know who organised COP26.,0,translation-1130
people in london are always asking me for directions !! i am as lost as you !!!!!,0,translation-1131
I nominate this numb nut to have his citizenship revoked. You??,0,translation-1132
Whenever I go to Starbucks I panic while ordering &amp; get a tall because it sounds like a large but then it's tiny,0,translation-1133
"Sorry matey you are totally out of your depth and display no understanding whatsoever, stick to tiddlywinks!",0,translation-1134
really need upload season 2. today. now. thanks,0,translation-1135
Bbq sauce in alfredo kinda slaps I’m not joking,0,translation-1136
@rachel_hei u cry a lot,0,translation-1137
@ChiminoRobin Awe. That's far and kind.  Blessings.,0,translation-1138
Does anyone have a PDF of excerpts from ch. 2 of Mill's On Liberty? I want to assign a chunk of the argument for free expression without asking my students to read the whole chapter.,0,translation-1139
Monkeys are 👎🏽,0,translation-1140
some of you actually got to ride in the car shaped shopping carts and it shows,0,translation-1141
We’re getting in the festive spirit in the research aquarium 🤶🎄,0,translation-1142
Sad news. RIP,0,translation-1143
Definitely the best #WWERaw  match in a long ass time. Glad Damien Priest is getting some shine.,0,translation-1144
if u think about it texting is the voicemail of texting,0,translation-1145
"What's the German word for when you start a podcast when it's already 2 years old, but now you've caught up to present-day and you have to wait every week for a new episode instead of blitzing through 3 months' worth of content in one day ?",0,translation-1146
@TheWiganRunner @EmpireCinemas There are so many films I want to see atm! This would be amazing 🙌,0,translation-1147
It looks so warm looking and so inviting I miss those lovely real fires ♥️,0,translation-1148
"just finished such a long, 12 hour shift with no breaks. Tired is an understatement",0,translation-1149
@ASvechnicock @GoldenKnights ppl really don't know what a joke is lmao,0,translation-1150
"Remember that time when I was grieving and realized I've been wearing the same shirt for three days? Good, me either.",0,translation-1151
"A president who acknowledges the existence of systemic racism, climate change, trans lives, science - this gives me hope.",0,translation-1152
"If you build your life on God’s love, suffering drives you deeper into the source of your joy. If you build your life on worldly things when suffering comes it will drive you away from your joy",0,translation-1153
Very important. Had my second ultrasound yesterday and hoping it's just the PCOS I've been dealing with for the last decade. It feels like I've got random lumps of broken glass in there. https://t.co/599XkD9RYQ,0,translation-1154
Anyone else getting goosebumps watching @TomDaley1994 ? Incredible 🥺❤️,0,translation-1155
Bring back church Leeds &amp; mint club 💔😪,0,translation-1156
"The Invisible Man was pretty good, liked it! Excited/scared to finally watch Deerskin, the last movie I planned to see in a theater before covid killed that hope. #HBOMax",0,translation-1157
The USA gymnastics team is having a rough time,0,translation-1158
#GrowingUpWithMyName no my siblings names are not autumn spring or winter and NO it's not funny when you call me any other season,0,translation-1159
The Country is rebelling against the Direction Government want to lead us in. The country says NO,0,translation-1160
"My nana, my brother and me.",0,translation-1161
Wish I could stop ordering clothes when I have nowhere to wear them :),0,translation-1162
I just realised that Kate Bishop and Yelena can go on dogwalking dates together,0,translation-1163
Please keep my grandma in your prayers,0,translation-1164
No one can understand the heartbreak teachers are feeling right now.The announcement of extended quarantine brought me to tears. How am I not supposed to hug my seniors goodbye? What if I never see them again? I’ve built bonds with these students every day for the past (1),0,translation-1165
"First night out to the pubs and my appearance has already been picked on and I’m crying, fairs to say I’m gutted x",0,translation-1166
I just wanna lie in bed and eat skips and get paid for it,0,translation-1167
Voted (by mail) and nagged my husband into actually voting. My civic duty is complete.,0,translation-1168
Leaving so much behind in 2021 with lessons learned. Come on 2022 be big and be beautiful 🤞🏻,0,translation-1169
"@GSpellchecker No more or less complex than any other aspect of evolution. It's all trial and error, natural selection.",0,translation-1170
My 11 year old is getting super interested in the history of Boston. He loves learning about the American Revolutionary War and we’ve been having some fun going to certain areas where there is so much history. Proud of my smart boy!,0,translation-1171
"Martin Braithwaite will be out 3-4 months due to problems in his knee cartilage, according to @gerardromero",0,translation-1172
"I’ve grown a lot . When people say slick shit , I just laugh nowadays🤣🤷🏾‍♀️ If you ain’t coming to me w no REAL money .. DO NOT HIT MY PHONE 😊💪🏾",0,translation-1173
"well?
where were you, mcu peeps? https://t.co/ZCIvKHY2Va",0,translation-1174
Funny. I’ve wanted him to leave since about three months after his debut.,0,translation-1175
"There's far too much ""imagine if you had kids"" talk and far too little ""imagine if you couldn't have kids"" talk.",0,translation-1176
Chris Krebs: There is no foreign power that is flipping votes. There's no domestic actor flipping votes. I did it right. We did it right. This was a secure election https://t.co/DSIIVYPSoI,0,translation-1177
I should’ve called in 🥴,0,translation-1178
👀 pls stop teasing us like this!!!,0,translation-1179
I’m back at my beloved Mecca Bingo and I’m very very very happy about it 🤩,0,translation-1180
"Finding it very hard to detach my love for the club and it’s lack of action over Mendy. 

In my opinion having anyone playing professional games with an open investigation, especially this severe is inexcusable.",0,translation-1181
Ready to not be pregnant so I can enjoy my first espresso martini,0,translation-1182
He’s having fun in the water 😅😍,0,translation-1183
The phrase “the white people of black people” was coined to explain cishet black men’s privilege over other identities within the black community. Not to just throw around when y’all are annoyed/hateful 🙄,0,translation-1184
I hate paying so much for gas.,0,translation-1185
Gets James off ffs,0,translation-1186
im just tryna get in n out doordashed to india rn,0,translation-1187
"“You’re English right?”
“Yeah, big time”",0,translation-1188
As if we’re all actually going back to the footy tomorrow literally gonna be epic,0,translation-1189
"I hate not getting a graduation ceremony especially when I spent so long working on my degree and I'm in over £50,000 worth of debt because of it",0,translation-1190
I couldn’t have imagined how much fun I would have with people I’ve met through streaming. I’m so thankful to live in this timeline even if it is relatively garbage.,0,translation-1191
Tweeting celebrities 31 years older than you to a fight is a stupid trend. @johnelway I’d rather get a beer with you and cheer on the @Broncos and thank you for all the work you do with them!,0,translation-1192
"happy cinema reopening day, remember to support independent cinemas &lt;3",0,translation-1193
It would be sick to retire and have my own green bean farm.,0,translation-1194
Michigan certified Biden; trump lost *again* in the PA courts and the official transition is finally going to begin - Happy Thanksgiving!,0,translation-1195
So he should the bowling wasn’t the problem,0,translation-1196
spaghetti bolognese isn’t the same without garlic bread,0,translation-1197
my apartment is implementing a new app that lets you tattle on someone being in your parking spot smh now i actually have to pay for parking,0,translation-1198
Well it’s been a week and a half since I was in close contact with someone with Covid. I have to assume the jabs are doing their job!,0,translation-1199
Am I the only one who thinks burrata is boring af?,0,translation-1200
The views on this hike were fantastic... at least the ones without my big galoot (aka@galooteusmaximus) in them. @ Silver Lake American Fork Canyon https://t.co/eFPlVlBDqc,0,translation-1201
i can see the finish line,0,translation-1202
Well the tax payer was the loser,0,translation-1203
"Investing doesn’t need to be complicated. Invest in a low cost global index fund or ETF over the long-term, have PAYtience and watch your money grow!",0,translation-1204
"If u watch the game at my house &amp; u talk during Cal's halftime interviews, my dad will frantically shush u and say ""God is talking!""",0,translation-1205
"Knocked on a door to deliver a parcel, waited 30secs then I see the parcel had a safeplace so went to the neighbour. Then this moody 20yr old answered the door in a Spurs shirt talking shit, so I laugh and say was u crying about Harry Kane, is that why u took so long to answer 🤣",0,translation-1206
You can help protect Hossein and Arman. Join me and @AmnestyUK in calling on Iran to halt the executions now https://t.co/Sni2E0qOm6,0,translation-1207
"So used to having peppa pig on in the background for my daughter, it was 5 minutes before i realised she hadn't been in the room for ages (in kitchen with daddy) and it was just me watching it! #peppapig",0,translation-1208
@BarbosaBox The best thing is Greg Paul’s face in the back,0,translation-1209
The Non-Nonconformists - I'm Just Doing My Job https://t.co/gjocqn4O8L via @YouTube,0,translation-1210
This Is Us is the best show ever I recommend 10/10,0,translation-1211
Just made my own pitta chips after whinging at anyone who'd listen that I can't buy them locally. So that's pitta chips and apple crumble in my culinary repertoire. SOMEONE WIFE ME.,0,translation-1212
This is my third time watching Jane the Virgin and I can guarantee I'll be watching it again as soon as I finish it. It's my comfort show which is surprising considering how dramatic it is.,0,translation-1213
My heart actually hurts that I am a senior and not a freshman this year,0,translation-1214
I just had to call and explain to my bank that the 3 donations this past week to the @WWF were not fraudulent charges and that I did in fact intent to make them😅,0,translation-1215
"Today's the day, last to chance to sign to show support https://t.co/MsgaINJPVj",0,translation-1216
Shit. After a hilarious yet faithful recreation of Winnie the Pooh a part of me is now stuck inside a honey jar.,0,translation-1217
People going out to get there boosters without thinking if they a) need them b) offer a reasonable level of protection c) Are safe long term. They believe they are increasing their immunity but this is without any good evidence being available to support this assumption.,0,translation-1218
I hate going to the park when it is wet and rainy. It is awful to get your hair soaked and socks drenched.,0,translation-1219
any of my oomfies wanna write my user on their thighs,0,translation-1220
Refs dashing out yellows to united players for jokes,0,translation-1221
John Barnes was obviously 20 years too early with the 4-2-2-2 formation.,0,translation-1222
I passed my permit test!!!🥵,0,translation-1223
So stoked to see them tonight,0,translation-1224
What an incredible race #Formula1,0,translation-1225
I wonder if it's too late for me to re-enroll in University and relive it all just one last time.,0,translation-1226
"The wonderful Rik Mayall would've been 63 today. One half of my favourite sitcom of all time and genuinely delightful, funny and all round beautiful man https://t.co/I7c6Zq2wpx",0,translation-1227
i want to go to kings island again before summer is over,0,translation-1228
Tell u what it’s sooo nice to see things getting back to normal 🥺🥺,0,translation-1229
"This is a great month for me, #NewWorldMMO comes out and literally the 1st of October Im going to see #TheManySaintsOfNewark if its 2 things people know about me is that I love MMOs and The Sopranos",0,translation-1230
When I tell yall I am SOOOOOO fed up with #MainStreetRenewal I mean that!!!!!!!!!!!! Thank GOD we're reaching the end of our lease!!!!!,0,translation-1231
"there isn’t a labor shortage. no one wants to work at a minimum wage job with no benefits; where hogs &amp; karens get free meals and coupons for throwing tantrums. 

idk how this is news to anyone under 30.",0,translation-1232
my boss sent me ice cream bc I got my wisdom teeth taken out 🥺,0,translation-1233
My throat hurts so bad rn😣😣😷,0,translation-1234
1 in 1000 men will develop breast cancer in their lifetime. It has a higher mortality rate for men because they haven’t been taught the early signs and that they can get it too!! Breast cancer awareness isn’t just for women!!,0,translation-1235
"I would imply that this friend has a tendency to be unthinkingly judgemental, and often revels in knowledgeable ignorance ",0,translation-1236
I need a line of duty convention LOL I would go NUTS and I’d think everything was reasonably priced bc of what I have to compare it to 😂😂😂😂😩😩😩,0,translation-1237
Happy Cinco de Mayo to all my three taco eaters out there— being full after two is a sham and out right lie,0,translation-1238
I heard somebody unironically say Daddy God in a prayer today and akslfljsd why are Christians so cringey sometimes 😭,0,translation-1239
all my outfits would look so much better if i was tatted 💔,0,translation-1240
Hoping one will be Johnson doing the Locomotion.,0,translation-1241
Life goal is to meet the Australian swimming coach x,0,translation-1242
eddie kendricks discography is crazy,0,translation-1243
"Bercow doesn't hold back, does he?",0,translation-1244
"Sorry, I'm not feeling the Sheeran/John song.

A bit tepid for my liking.",0,translation-1245
"this sounds about right.  fuck you, kemp.
with your grimey ass. https://t.co/j1AfhaxDNa",0,translation-1246
Can’t beat a Carry On film 😊,0,translation-1247
"🙈🙈nitey nite twitter.
I’m done now with all the bad news.
Have a good evening all x",0,translation-1248
should i skip class just to listen to phoebe and maggie’s iris cover on repeat? i think yes,0,translation-1249
just letting everyone know that iceland deserved to win,0,translation-1250
why are salads so expensive?!It's like I'm being punished for tryna eat healthy...,0,translation-1251
Bloody lush😍😍😍😍 https://t.co/tkU6lYhVXQ,0,translation-1252
"@marcorubio @SecDef What’s more embarrassing is how terrible Florida is doing with containing COVID-19. An utter disgrace.  Wearing a mask to protect yourself and others is not embarrassing, it’s leadership.",0,translation-1253
"Maxwell, Arthur’s middle name is Grandpa’s name. So he has a piece of two very important people of Mikeys family. Grandpa is a incredible guy and this was probably the only thing at this point that we could give him to make him feel appreciated and loved. Grandpa loves his name.",0,translation-1254
Got back from the shop only to realise the milk I just bought is already out of date :(,0,translation-1255
growing up is praying to ur childhood dog instead of god,0,translation-1256
Improving rail infrastructure north of Perth would improve matters significantly. Any fixed timetable to provide double track I wonder?,0,translation-1257
feeling v grateful!!!!,0,translation-1258
If what I thinks getting announced does in fact get announced tomorrow morning. I'll be overjoyed.,0,translation-1259
My whisky of the month for November just got a wedge taken off it!,0,translation-1260
Juicys story well told by Dave Chapelle.,0,translation-1261
I have such an obsession with white shoes but can’t keep them clean. Someone help me :(,0,translation-1262
Last night I wanted a quesadilla so bad but I ate salad. Now though??? My time has come. I am eating a quesadilla.,0,translation-1263
@Joelxclusive Have seen better acting on Casualty 🙈,0,translation-1264
I can’t wait to spend Christmas with the family. Maybe one year I’ll have a boyfriend to keep everyone quiet 🤣,0,translation-1265
i've saved so much money by not eating out during this pandemic that i might have to buy random things just to keep my account balance humbled,0,translation-1266
I see all the reasons Mark has put forward and they are well explained but you need to ask yourself what is he looking at getting out of this ??,0,translation-1267
"Great weekend ahead!
Today - Christmas party 🥳 
Tomorrow - Santa with the kids and putting the tree up
Sunday - Christmas Fayre followed by final GP of the season 🙌 😀 👍",0,translation-1268
Is there anyone in London who would like a free ticket to see the Prince of Egypt this evening?,0,translation-1269
"Also my Twitter seems v quiet, what is going on?",0,translation-1270
@Azuliblancos @Herring1967 I think about Blue Rat whenever I see an energy drink: 'All the energy of a rat... in a can'.,0,translation-1271
i miss amsterdam,0,translation-1272
Love how Kingston just ripped the buckle pad off #AEWAllOut,0,translation-1273
@claire_seiler see you there!,0,translation-1274
This is the same in all capitalist nations.,0,translation-1275
Saw huge convoy of Mercs and Bonzen outside EEAS yesterday afternoon as AL called on Borrell,0,translation-1276
"@AnthonyOgogo @RoyalAirForce Thank you for spending time with the kids today, my little boy was very excited to tell me that he'd met you and had drawn a special picture of you.",0,translation-1277
Am I the only person that was triggered watching a comedy about a 21 year-old forced into marriage shown through the male gaze? How much longer are we going to normalize this? #30weds21,0,translation-1278
Morning workout routine: bench pressing my weighted blanket,0,translation-1279
The goal means nothing when you've lost your 2 best players now horrible,0,translation-1280
An uppity receptionist just told me an initial assessment to have someone simply look at my teeth the exact same way my dentist did for free will cost £165. I might have laughed at them down the phone.,0,translation-1281
"Uh oh, what if after Trump recovers and tells everyone it wasn't a big deal all of his supporters will stop taking this seriously??",0,translation-1282
"Imagine spending 14 years building an image of being a genuine communist party only to throw it all down the shit can with a year long campaign of being bigoted traditionalists.

Funny how you see much less CPGB-ML activity in cities all across the UK since this shit started. https://t.co/NnurKZEZEk",0,translation-1283
quicksand is not as big of a problem in my adult life as I thought it would be,0,translation-1284
"Focus on the goals you’ve set and celebrate how far you’ve come since then. Rather big or small, be happy for yourself that you’ve accomplished something! #igotoutofmypjstoday #InternationalSelfCareDay",0,translation-1285
rhapsody in blue x george gershwin is such a beautiful song ahhhhhhhh,0,translation-1286
@VertigoTeaparty fashion souls! fashion souls! fashion souls at lunch!,0,translation-1287
"Right, pack it in. I was smug with my Bernardo differential.",0,translation-1288
Pironkova: it’s just a game. Serena: I am the game,0,translation-1289
"Well done @WestHam and @premierleague, great leadership! https://t.co/4IPXaK0Jpu",0,translation-1290
Just ate a toasted PB &amp; honey sandwich for lunch. IT WAS ABSOLUTE BLISS. What are you having for lunch today?,0,translation-1291
"Today my last day at work this year, was like a holiday. Thanks for the well wishes of yesterday. I’m now looking ahead to the new year….🙏",0,translation-1292
so beautiful,0,translation-1293
Omicron is an anagram for no crimo (No chrimbo),0,translation-1294
bo burnham owes me absolutely nothing but i think he should put make happy on spotify i need to sob to the burrito song,0,translation-1295
"Please I really want to watch Pepe..atleast make I see am live on the 21st.
This freeze out isn’t worth it at all",0,translation-1296
"If you have to announce that you treat women right, I am inclined to believe the exact opposite.",0,translation-1297
Jeudy :(,0,translation-1298
"Don’t be too hard on yourself, forgive yaself for applying to much pressure and not leading with grace.",0,translation-1299
"@BuzzPatterson I think in part we're misreading some of these antics.  He's a supremely narcissistic Pol, and as such he feels he can do just about anything, and act just about any way he likes.  He's tone deaf, and it's not a new habit!",0,translation-1300
zoom university is destroying my mental health✌️,0,translation-1301
Once you go Fever Tree you never go back,0,translation-1302
got really angry about this for a moment before i realised,0,translation-1303
I am definitely ready for round 2 with the blue!,0,translation-1304
"If only being clever, meant people had the ability to challenge and discuss the things they think they know, rather than repeating what they've been taught",0,translation-1305
"Not even 2 mins into the first episode of ""I ♥️ Arlo"" and Bertie is already threatening to fuck up the seagulls for attacking her precious cinnamon roll alligator boy bff.

I'VE MISSED THEM SO MUCH.",0,translation-1306
@michellegayle1 It is simply brilliant. It reels you in subtly! So so good.,0,translation-1307
This looks dramatic.   Q3 is interesting.  If anyone  doing  race reviews in the week.  Please add  Q3  start,0,translation-1308
BBC news why on earth do you have an Independent Sage member on and especially that politically inspired doomster Christina Pagel?,0,translation-1309
"I’ll wait to start Christmas shopping then. Just in case, you know.",0,translation-1310
That's all that needs to be said....,0,translation-1311
"I think the corn should be part of the game, let the players chase balls into the corn field! #FieldOfDreamsGame 🌽🌽🌽",0,translation-1312
Cracking breakfast at the opening of Timmy Hortons in Lakeside today…..Think this will be my new regular go to!! 😀😋,0,translation-1313
This doesn’t even make sense. Stop digging..,0,translation-1314
Boris Johnson is the biggest clown-politician of all time. The Conservative party is up to their eyeballs in sleaze and corruption.,0,translation-1315
That game in October still gives me nightmares!!! I'll settle for 1-0 Dundee!!! 🤞💙,0,translation-1316
I have more fun with my parents and boyfriend than anyone else. Is this old age?,0,translation-1317
"Currently as we wait.. it's making a mockery of, Murder she Wrote.",0,translation-1318
"For the first time in a long time, I'm not working on a weekend.

Feels good ngl",0,translation-1319
This is the next Tory of honour and integrity who is lining herself up to succeed Johnson.,0,translation-1320
"@ZacMitchell997 @LogoUzi @cmclymer Not sure what kind of work you do, but most companies do offer PTO as part of an employment package",0,translation-1321
"yaaaaay ordered my cap, gown, and hood ☺️🎓",0,translation-1322
It's absolutely wild to me that adults spend the whole weekend not having to think about school,0,translation-1323
it’s Songkran right now in Thailand and I wish I was there😩😩,0,translation-1324
Is like City are crazy yea,0,translation-1325
"Surely if all Opticians boycotted contact lens manufacturers until they stopped supplying dodgy online stores, we'd end up with fewer parasitic sites that don't require a fit, aftercares or even a valid eye test.",0,translation-1326
"Your family just escaped war, bloodshed, and devastation. #Trump's bigotry sent you back to face persecution. #US https://t.co/CFogfvsQjn",0,translation-1327
If you get a automatic car  do you have to do a driving test again . 🚗🚙,0,translation-1328
So do men really not understand the expenses of raising a child or is it willful ignorance to vilify the women in their lives? Or some kind of terrible combo?,0,translation-1329
"This gets me buzzing for next Thursday, aw I can’t wait 🤩🤩",0,translation-1330
"""Olympia sports is having a liquidation sale so we need to buy things now because they're all getting melted"" -Gavin",0,translation-1331
I miss frenemies so much,0,translation-1332
"When the fast food cashier says ""come back again!"" and you reply ""you, too!"" #LetsMakeItAwkward",0,translation-1333
@MadelineMchugh_ @lucybrown_xx Wouldn’t change you mads💘,0,translation-1334
Upstate NY hospital to stop delivering babies after September 24th https://t.co/pZRmNxQr89,0,translation-1335
So supposedly that’s a pen and the one for us on Tommiasu wasn’t,0,translation-1336
Where are the LRT coaches picking up tomorrow from kidlington?,0,translation-1337
"@SaraMartnezW @xXDevilSeijiXx There is also one apparent love-triangle-ish situation early on involving the main character - just a heads-up that that's *not* the one you're looking for! (I think it's not a spoiler to say that it gets resolved more traditionally, though also satisfyingly.)",0,translation-1338
Really insane to think Brandon Marshall had the best season of his Hall of Fame career while in his 30s and playing with Ryan Fitzpatrick for the New York jets,0,translation-1339
#lateishshow abz from five https://t.co/Twio2C9XfW,0,translation-1340
Can we get an app that doesn’t have a chat feature? I hate the pressure to socialize on every single platform like is it too much to ask for mindless consumption?,0,translation-1341
sometimes you just have to send death threats to your animal crossing villagers,0,translation-1342
Pernille deserves better,0,translation-1343
Proof of unjustified victimisation!,0,translation-1344
I knew this year would b stressful but i didn't know it would b THIS STRESSFUL i am about to BREAK and january isnt even over yet,0,translation-1345
@LittleBigPlanet Thanks for the update. No need to rush take your time :),0,translation-1346
"Called Carey last weekend. Still to be convinced by Dale and Connolly in the middle. In Critch we trust, however 🧡🍊",0,translation-1347
drinking blue moon... eating tuna salad with crackers... living large right now,0,translation-1348
I just had to hide all ads from Crumbl cookies cause I’m fat and can’t resist temptation 😫,0,translation-1349
Feeling the love with 4 different people wishing me good luck on my exam today #didicomplainaboutitthatmuch,0,translation-1350
I love me some cupcakes! Especially Sprinkles. #CupcakeATM http://t.co/TPA7ZM8Nsf,0,translation-1351
@pamparoni keyboard and mouse weigh nothing the monitors are a little iffy though,0,translation-1352
Plenty of Addicts are Alcoholics and some Alcoholics are addicts too but then there are exceptions.,0,translation-1353
"Ahw, the topless old biker guy that sits outside Starbucks every morning had a t-shirt on today. Christmas is coming! ❤️🎄",0,translation-1354
cold weather please hurry i want to wear sweaters again 🙏🏽,0,translation-1355
Sherlock Sherlock Sherlock Sherlock Sherlock Sherlock,0,translation-1356
"[AD - Press Trip] The Wildfowl and Wetland Trust site at Slimbridge in Gloucestershire has long been a favourite day out for local families.

@WWTSlimbridge

Read more 👉 https://t.co/FzfBlfJdqo

#WetlandHeroes #FamilyFun #VisitGloucestershire https://t.co/G3q6OZj2T1",0,translation-1357
I deeply regret downloading tiktok.....yet not at the same time,0,translation-1358
I don’t understand how any reasonable and compassionate human can watch the #MarchForOurLives and not see how crucial gun reform is for a safe and unified America,0,translation-1359
"It's been a bit since I've had a musical obsession on this level, but has anyone seen/heard Six?",0,translation-1360
Crocodile tears!! It's too late to save yourself now luv!,0,translation-1361
Being able to “like” messages is the worst thing to happen to texting. I just told my mom I wouldn’t be home for dinner and she liked it,0,translation-1362
Get in there YES YES YES YES YES 🙌🏻,0,translation-1363
&amp; sadly this proves the point that I was making earlier in the week. 🤦🏻‍♂️,0,translation-1364
"know I told myself and my loved ones Id hold out longer but I don't think I can, this is it, I told myself I would do something else before Id do this again but you know lifes short and I want to watch the Sopranos for a 9th time #Sopranos",0,translation-1365
It’s that time again. Please recommend some good period dramas and comedies.,0,translation-1366
It's hard to cope without any hope.,0,translation-1367
